RNGSource;RNGTarget;RNGDistance;
260;3645;3,4641016;
261;1123;3,8729833;
261;2256;4,3588989;
261;2854;4,4721360;
261;3459;4,3588989;
262;436;2,4494897;
262;1259;3,3166248;
262;2065;3,7416574;
262;3809;4,3588989;
263;1810;5,0990195;
263;2109;4,4721360;
264;348;4,2426407;
264;2722;3,4641016;
264;3322;3,8729833;
264;3365;3,0000000;
264;3380;3,3166248;
265;573;4,4721360;
265;1783;3,1622777;
265;2406;3,8729833;
266;365;4,3588989;
266;947;4,2426407;
266;1223;4,5825757;
266;1991;4,3588989;
266;2196;3,6055513;
266;2360;4,4721360;
266;3953;3,8729833;
267;391;3,0000000;
267;508;3,3166248;
267;654;3,4641016;
267;1248;2,6457513;
267;1515;3,8729833;
267;1751;3,7416574;
267;2007;3,4641016;
267;2089;3,1622777;
267;2247;3,3166248;
267;2330;3,7416574;
267;2890;3,7416574;
267;3540;3,0000000;
268;2299;3,7416574;
268;3147;3,8729833;
268;3811;2,4494897;
269;430;5,0000000;
269;1235;4,0000000;
269;2252;4,6904158;
269;3617;3,4641016;
270;892;4,1231056;
270;1256;3,6055513;
270;1440;2,8284271;
270;2302;4,3588989;
270;2401;3,0000000;
270;2872;3,3166248;
270;3282;4,0000000;
271;470;3,3166248;
271;1029;3,3166248;
271;1425;3,4641016;
271;2225;3,0000000;
271;2829;4,5825757;
271;2942;4,7958315;
271;3595;4,5825757;
272;636;4,0000000;
272;1199;2,2360680;
272;1348;2,8284271;
272;3165;3,6055513;
273;855;3,0000000;
273;913;2,6457513;
273;2728;3,1622777;
273;3839;3,6055513;
274;283;3,1622777;
274;2077;3,8729833;
274;2650;4,3588989;
275;2424;4,0000000;
275;2833;3,6055513;
275;3748;3,6055513;
276;1052;3,7416574;
276;1070;3,8729833;
276;1986;3,8729833;
276;2627;3,7416574;
276;3294;3,4641016;
276;3692;3,1622777;
276;3860;4,2426407;
277;524;4,1231056;
277;1188;4,1231056;
277;3301;4,4721360;
278;389;3,4641016;
278;2730;3,3166248;
278;3984;3,3166248;
279;2298;3,6055513;
279;3360;3,4641016;
279;3583;3,6055513;
280;882;4,2426407;
280;1479;4,2426407;
280;1939;3,0000000;
280;3211;4,2426407;
280;3638;3,8729833;
281;1618;4,3588989;
281;1810;3,8729833;
281;2711;3,6055513;
282;755;4,2426407;
282;940;4,2426407;
282;1133;3,0000000;
282;1228;3,3166248;
282;2690;4,1231056;
283;2040;2,6457513;
283;2593;3,6055513;
283;2897;4,3588989;
283;3043;4,1231056;
284;299;4,0000000;
284;337;3,8729833;
284;1822;3,0000000;
284;2826;3,3166248;
284;3217;4,2426407;
285;1102;3,7416574;
285;3052;3,8729833;
285;3763;3,7416574;
286;555;3,8729833;
286;751;4,0000000;
286;3631;4,3588989;
287;739;5,0990195;
287;832;3,6055513;
287;1015;4,0000000;
287;3765;3,8729833;
288;476;4,5825757;
288;1212;2,4494897;
288;1659;3,1622777;
289;690;4,5825757;
289;1990;4,0000000;
289;2473;4,1231056;
289;2658;4,0000000;
290;533;4,1231056;
290;876;4,2426407;
290;2235;4,7958315;
290;2662;3,7416574;
290;3398;3,4641016;
291;482;4,2426407;
291;534;4,3588989;
291;1328;4,3588989;
292;526;4,1231056;
292;1045;4,2426407;
292;1232;3,3166248;
292;1368;3,6055513;
292;1953;2,8284271;
293;1921;3,4641016;
293;3209;3,6055513;
294;1645;4,3588989;
294;1952;4,3588989;
294;2099;3,6055513;
295;1686;3,3166248;
295;2933;3,7416574;
296;329;4,0000000;
296;1229;4,3588989;
296;1828;4,0000000;
296;2608;4,1231056;
296;3850;3,0000000;
296;3858;3,6055513;
297;398;4,1231056;
297;561;3,8729833;
297;874;3,3166248;
297;1979;3,7416574;
298;407;2,4494897;
298;1832;3,7416574;
299;1538;4,0000000;
299;1797;2,6457513;
299;2141;3,3166248;
300;1629;3,6055513;
300;2395;3,8729833;
300;3899;3,0000000;
301;1023;4,0000000;
301;1492;4,2426407;
301;3082;3,6055513;
301;3268;4,1231056;
301;3283;4,0000000;
302;332;4,2426407;
302;3289;4,1231056;
302;3635;4,4721360;
303;983;3,7416574;
303;1019;3,3166248;
303;1224;4,1231056;
303;1649;3,6055513;
303;2599;3,7416574;
303;3240;3,1622777;
304;1453;3,8729833;
304;1659;4,2426407;
304;1661;2,6457513;
304;2349;4,1231056;
304;2803;3,8729833;
304;3121;2,8284271;
304;3937;4,1231056;
305;1513;3,7416574;
305;1702;4,5825757;
305;1817;4,0000000;
306;803;3,7416574;
306;900;4,5825757;
306;1421;4,2426407;
306;2129;4,1231056;
306;2884;4,2426407;
306;3485;3,8729833;
307;1011;4,2426407;
307;1942;4,4721360;
307;2725;3,4641016;
307;3456;2,0000000;
307;3517;4,5825757;
308;597;3,7416574;
308;756;3,7416574;
308;2078;4,0000000;
308;2499;4,2426407;
308;2625;4,5825757;
308;3125;4,6904158;
309;1161;5,0990195;
309;2758;3,4641016;
310;580;3,3166248;
310;1742;3,7416574;
310;2240;2,8284271;
310;3440;3,0000000;
311;2514;3,8729833;
311;2533;3,4641016;
311;2598;3,3166248;
311;3029;2,8284271;
312;789;3,8729833;
312;2037;4,1231056;
313;376;3,4641016;
313;1931;3,1622777;
313;2840;4,0000000;
313;3515;2,6457513;
313;3521;3,7416574;
314;519;3,1622777;
314;857;4,4721360;
314;1374;2,2360680;
314;3642;4,0000000;
314;3745;3,3166248;
315;750;4,7958315;
315;1153;4,7958315;
316;510;3,6055513;
316;679;2,8284271;
316;1214;3,3166248;
316;2427;3,7416574;
316;3893;4,1231056;
317;1310;4,5825757;
317;3368;3,8729833;
317;3433;4,6904158;
318;1501;4,4721360;
318;1870;3,6055513;
318;2972;3,1622777;
319;1424;3,4641016;
319;1773;4,4721360;
319;1940;4,3588989;
320;600;3,6055513;
320;1224;4,3588989;
320;1958;3,8729833;
320;2024;3,8729833;
320;3093;4,4721360;
320;3516;3,3166248;
321;424;4,0000000;
321;1636;4,0000000;
321;2150;4,3588989;
321;2779;3,3166248;
322;1146;3,4641016;
322;1529;3,7416574;
322;1646;3,7416574;
322;2823;4,2426407;
322;3312;3,6055513;
323;635;4,0000000;
323;737;3,6055513;
323;1273;4,0000000;
323;2602;4,0000000;
323;3951;3,8729833;
324;399;4,5825757;
324;1188;3,4641016;
324;1672;3,6055513;
324;2773;3,8729833;
325;940;4,2426407;
325;3358;4,3588989;
325;3552;4,1231056;
325;3756;3,8729833;
326;1093;3,8729833;
326;1660;3,8729833;
326;1697;3,6055513;
326;1737;2,8284271;
326;2417;4,4721360;
326;3207;3,0000000;
326;3652;3,8729833;
327;456;3,6055513;
327;1577;4,8989795;
327;2740;3,4641016;
328;807;3,0000000;
328;1654;3,6055513;
328;1980;4,0000000;
328;3671;4,0000000;
329;602;3,8729833;
329;2756;2,8284271;
329;3857;2,8284271;
330;690;4,0000000;
330;761;3,4641016;
330;1610;3,1622777;
330;3894;2,8284271;
331;457;3,1622777;
331;1511;3,0000000;
331;1799;4,2426407;
331;2258;4,2426407;
331;2911;3,8729833;
332;1069;4,4721360;
333;1691;3,8729833;
333;1972;4,1231056;
333;2189;4,5825757;
333;3003;4,4721360;
333;3415;4,1231056;
334;1352;4,3588989;
334;1470;3,6055513;
334;3850;4,0000000;
335;1219;3,3166248;
335;2379;2,6457513;
335;2867;2,8284271;
336;550;5,0000000;
336;617;3,4641016;
336;854;3,0000000;
336;1099;3,6055513;
336;1123;2,8284271;
336;1242;3,6055513;
336;3400;3,1622777;
336;3529;3,7416574;
337;379;3,8729833;
337;2520;4,3588989;
337;3740;4,3588989;
338;578;5,1961524;
338;579;4,4721360;
338;1273;2,2360680;
338;3007;3,3166248;
338;3890;3,4641016;
339;1002;3,4641016;
339;1177;3,0000000;
339;1199;4,1231056;
339;1760;4,0000000;
339;3583;3,6055513;
339;3948;4,0000000;
340;497;4,4721360;
340;1844;4,8989795;
340;1935;4,0000000;
340;2457;3,6055513;
340;2878;3,7416574;
341;1304;4,1231056;
341;1879;3,3166248;
341;2317;3,8729833;
341;2566;4,1231056;
341;2971;3,4641016;
341;3374;3,7416574;
341;3675;3,6055513;
342;1006;3,8729833;
342;1597;3,6055513;
342;2805;2,8284271;
342;3950;3,4641016;
343;992;4,3588989;
343;1715;3,7416574;
344;1616;4,3588989;
344;3330;3,1622777;
345;1074;3,0000000;
345;1436;4,0000000;
345;2263;4,3588989;
345;2531;3,0000000;
345;3492;2,4494897;
346;954;3,4641016;
346;979;3,8729833;
346;1098;4,0000000;
346;2626;3,8729833;
346;3097;3,6055513;
346;3391;2,6457513;
346;3618;4,3588989;
347;1393;3,8729833;
347;1907;3,7416574;
347;2451;3,4641016;
347;3188;4,1231056;
348;778;3,7416574;
348;2517;4,4721360;
349;416;3,6055513;
349;655;4,0000000;
349;2175;4,1231056;
349;2339;4,1231056;
350;868;4,2426407;
350;1135;4,8989795;
350;1935;3,4641016;
350;2098;4,4721360;
350;2850;4,2426407;
351;410;3,6055513;
351;1145;3,4641016;
351;2179;4,1231056;
351;2494;3,4641016;
351;2543;4,4721360;
351;3241;4,1231056;
351;3385;4,0000000;
352;871;4,2426407;
352;1877;4,3588989;
352;3176;3,7416574;
352;3375;2,8284271;
353;1723;3,4641016;
353;2351;4,7958315;
353;2571;3,4641016;
353;3067;3,4641016;
353;3745;4,2426407;
354;2118;3,6055513;
354;2814;3,3166248;
354;2838;3,4641016;
354;2868;3,4641016;
354;3308;3,6055513;
355;706;4,0000000;
355;1341;3,0000000;
355;3599;3,4641016;
355;3916;4,2426407;
355;3966;3,4641016;
356;362;2,6457513;
356;854;3,0000000;
356;980;3,3166248;
356;1142;3,7416574;
356;2271;4,3588989;
357;645;4,7958315;
357;1515;4,1231056;
357;1563;4,0000000;
357;1929;3,3166248;
357;2187;4,4721360;
357;3868;3,7416574;
358;755;4,4721360;
358;1616;4,4721360;
358;2274;4,1231056;
358;3104;3,7416574;
359;1424;4,1231056;
359;1768;3,6055513;
359;3075;2,6457513;
360;421;3,0000000;
360;1778;4,6904158;
361;1073;3,8729833;
361;2533;3,4641016;
361;3090;4,0000000;
361;3911;3,8729833;
362;949;3,4641016;
362;1116;3,3166248;
362;1721;3,6055513;
362;2115;3,7416574;
363;576;4,1231056;
363;595;3,6055513;
363;676;3,7416574;
363;1111;3,3166248;
363;1325;3,8729833;
363;2260;4,3588989;
363;2322;3,6055513;
363;3742;3,8729833;
364;1108;4,1231056;
364;1497;4,4721360;
364;3093;4,1231056;
364;3244;4,7958315;
364;3936;3,3166248;
365;1311;4,2426407;
365;1317;3,1622777;
365;1784;4,1231056;
365;2844;3,7416574;
365;3273;3,4641016;
365;3361;4,1231056;
365;3590;4,1231056;
366;1121;4,5825757;
366;2183;3,6055513;
366;3228;3,0000000;
367;1936;3,6055513;
367;3061;3,6055513;
367;3506;4,2426407;
368;816;2,8284271;
369;583;4,5825757;
370;621;4,2426407;
370;1547;3,8729833;
370;1560;3,3166248;
370;1724;3,6055513;
370;2167;3,6055513;
370;2751;3,6055513;
370;2891;4,0000000;
371;3659;4,0000000;
371;3823;2,0000000;
372;745;4,2426407;
372;3131;4,0000000;
373;1090;3,3166248;
373;3381;3,6055513;
373;3607;3,6055513;
374;1330;3,4641016;
374;2595;3,0000000;
374;2752;4,0000000;
374;3131;4,1231056;
374;3150;4,3588989;
374;3986;4,3588989;
375;1831;4,1231056;
375;3108;4,0000000;
375;3320;4,6904158;
375;3407;2,8284271;
375;3791;3,4641016;
376;1799;4,1231056;
377;397;3,7416574;
377;464;3,7416574;
377;1527;4,3588989;
377;2503;3,8729833;
377;3241;4,6904158;
377;3527;3,7416574;
378;1660;4,0000000;
378;1697;4,0000000;
378;3489;3,7416574;
379;2794;3,8729833;
379;3637;4,0000000;
380;414;3,6055513;
380;3212;5,0990195;
380;3311;2,4494897;
380;3714;4,2426407;
381;1759;4,6904158;
381;3930;3,7416574;
382;1117;3,3166248;
382;1267;3,3166248;
382;1728;3,8729833;
382;2141;3,3166248;
382;3685;3,6055513;
383;1906;3,3166248;
383;2228;4,2426407;
384;1578;4,1231056;
384;2832;2,8284271;
384;3447;4,4721360;
385;1806;3,7416574;
385;2321;3,3166248;
385;3724;3,0000000;
385;3964;3,7416574;
386;878;4,6904158;
386;1437;4,3588989;
386;3135;3,0000000;
386;3876;4,1231056;
387;1859;4,7958315;
387;2152;4,2426407;
388;941;3,0000000;
388;1143;4,0000000;
388;1191;4,2426407;
388;2844;3,4641016;
388;3147;3,3166248;
388;3841;3,8729833;
389;455;3,4641016;
389;594;4,0000000;
389;813;4,1231056;
389;3099;3,7416574;
389;3382;3,4641016;
389;3534;3,6055513;
390;691;3,6055513;
390;1125;3,6055513;
390;2641;3,3166248;
390;2680;3,6055513;
390;2900;3,8729833;
390;3162;3,7416574;
390;3567;3,7416574;
391;682;3,4641016;
391;2394;3,4641016;
392;1562;4,2426407;
392;1618;4,5825757;
392;2190;3,1622777;
393;665;3,7416574;
393;701;3,6055513;
393;741;4,5825757;
393;1305;4,2426407;
393;2219;4,2426407;
393;2566;3,7416574;
394;526;4,1231056;
394;587;3,4641016;
394;1476;4,6904158;
394;1574;3,1622777;
394;1891;4,2426407;
394;2333;4,6904158;
394;2814;3,6055513;
395;695;4,3588989;
395;2267;3,1622777;
395;2555;3,3166248;
395;2694;3,8729833;
396;1650;4,0000000;
396;2619;3,6055513;
397;938;4,0000000;
397;3989;4,3588989;
398;563;4,0000000;
398;2456;3,4641016;
399;951;4,4721360;
400;1127;4,6904158;
400;3903;4,7958315;
400;3966;4,3588989;
401;2651;4,1231056;
401;3452;4,2426407;
401;3617;4,5825757;
401;3950;3,7416574;
402;572;4,0000000;
402;1308;4,4721360;
402;1335;4,3588989;
402;3384;3,8729833;
403;544;4,0000000;
403;2510;3,1622777;
404;1083;4,1231056;
404;3839;3,8729833;
405;1135;4,7958315;
405;1748;4,2426407;
405;2098;4,1231056;
405;2461;4,2426407;
406;2744;4,4721360;
406;3996;4,2426407;
407;2681;3,8729833;
407;2848;4,0000000;
407;2936;3,4641016;
408;620;3,7416574;
408;731;3,6055513;
408;1072;2,2360680;
408;2186;4,6904158;
408;3027;4,0000000;
408;3683;3,7416574;
408;3722;4,3588989;
409;2010;4,4721360;
409;2599;3,7416574;
410;822;4,0000000;
410;1636;3,8729833;
410;2023;4,5825757;
410;2630;3,6055513;
410;2779;3,4641016;
410;2891;3,0000000;
410;2917;4,4721360;
411;1707;3,1622777;
411;1766;4,3588989;
411;2973;4,6904158;
412;1045;3,7416574;
412;2299;4,8989795;
412;2996;4,0000000;
412;3219;3,7416574;
412;3549;3,6055513;
413;735;3,7416574;
413;1024;3,4641016;
413;2961;3,7416574;
414;649;4,3588989;
414;1495;2,6457513;
414;2117;3,4641016;
414;2835;4,0000000;
414;3248;4,1231056;
415;2781;3,0000000;
415;2862;3,7416574;
415;3046;3,7416574;
415;3199;2,4494897;
416;670;3,7416574;
416;2786;4,1231056;
416;3868;4,0000000;
416;3938;4,5825757;
417;446;3,3166248;
417;766;4,2426407;
417;775;4,2426407;
417;1538;4,7958315;
417;2836;3,8729833;
417;3462;3,7416574;
417;3767;4,0000000;
418;1864;3,0000000;
418;2245;3,8729833;
418;2589;4,3588989;
418;3148;4,0000000;
418;3838;3,4641016;
419;2847;3,7416574;
419;3391;2,4494897;
420;1164;4,0000000;
420;2364;3,1622777;
420;2562;3,6055513;
421;1254;4,3588989;
421;1319;2,2360680;
421;2705;4,3588989;
421;3127;3,4641016;
422;1984;3,6055513;
422;2792;4,1231056;
422;2844;3,4641016;
422;3037;4,1231056;
422;3139;4,2426407;
423;511;3,6055513;
423;1181;3,3166248;
423;1593;3,6055513;
423;1783;3,4641016;
423;2471;2,6457513;
423;2627;3,1622777;
423;3692;3,4641016;
424;1855;4,8989795;
424;1923;4,0000000;
424;1993;4,0000000;
424;2279;4,1231056;
424;3851;4,1231056;
424;3973;4,1231056;
425;547;4,0000000;
425;619;3,4641016;
425;1479;3,3166248;
425;1754;3,6055513;
425;2768;2,8284271;
425;3197;3,0000000;
426;1116;3,8729833;
426;1619;3,1622777;
426;2494;3,0000000;
426;3280;3,8729833;
427;2273;3,6055513;
427;2427;3,7416574;
427;2459;3,3166248;
428;1131;3,6055513;
428;1494;4,2426407;
428;2593;4,1231056;
428;2650;4,1231056;
429;3192;2,4494897;
429;3534;3,8729833;
429;3539;3,3166248;
430;829;4,8989795;
430;2000;4,0000000;
430;2028;4,7958315;
431;817;4,2426407;
431;1099;3,4641016;
431;2047;4,2426407;
431;3378;3,8729833;
432;1542;3,0000000;
432;2585;3,6055513;
432;3640;3,1622777;
433;923;2,6457513;
433;3327;3,7416574;
433;3371;2,8284271;
434;2003;3,6055513;
434;2201;3,4641016;
435;702;3,0000000;
435;3127;3,8729833;
435;3169;4,6904158;
435;3813;3,3166248;
436;671;3,1622777;
436;851;3,7416574;
436;2733;4,0000000;
436;2747;3,6055513;
436;3722;4,3588989;
437;1562;3,3166248;
437;2903;2,6457513;
437;3130;4,2426407;
437;3993;4,1231056;
438;577;4,5825757;
438;1882;3,8729833;
438;2796;3,6055513;
439;476;4,6904158;
439;924;4,3588989;
439;1042;4,0000000;
439;2440;4,0000000;
439;3226;4,3588989;
439;3452;3,8729833;
439;3947;3,7416574;
440;604;4,5825757;
440;2401;3,4641016;
440;3153;4,3588989;
440;3244;3,0000000;
440;3833;4,5825757;
441;753;3,3166248;
441;1752;4,1231056;
441;1758;3,8729833;
441;1896;3,1622777;
441;2265;3,8729833;
441;3690;4,0000000;
441;3744;4,2426407;
441;3875;4,0000000;
442;1625;4,3588989;
442;2004;3,4641016;
442;2823;3,4641016;
442;3017;4,3588989;
443;729;3,6055513;
443;1381;3,1622777;
443;3047;3,6055513;
443;3390;4,1231056;
444;1149;4,0000000;
444;3096;3,1622777;
444;3238;3,3166248;
444;3578;4,2426407;
445;1151;2,6457513;
445;2177;4,1231056;
445;2529;3,6055513;
445;3055;3,6055513;
446;939;4,1231056;
446;948;4,2426407;
446;3847;4,0000000;
447;580;3,0000000;
447;1107;3,7416574;
447;2155;3,4641016;
447;3948;3,0000000;
448;1451;4,2426407;
448;1486;3,4641016;
448;1790;4,0000000;
448;2214;3,3166248;
448;2552;4,0000000;
448;2864;4,2426407;
449;1201;3,6055513;
450;877;2,6457513;
450;2068;3,6055513;
450;2245;4,0000000;
450;2536;4,1231056;
450;3148;4,3588989;
450;3335;3,3166248;
450;3818;3,8729833;
451;1245;4,1231056;
451;2922;4,1231056;
451;3619;4,8989795;
451;3658;4,3588989;
452;991;3,8729833;
452;2126;3,1622777;
452;2427;3,8729833;
452;2872;3,0000000;
452;2998;4,0000000;
452;3976;4,0000000;
453;888;4,0000000;
453;1196;4,1231056;
453;2815;3,7416574;
454;1781;4,1231056;
454;3677;3,8729833;
454;3916;4,4721360;
455;2354;3,4641016;
455;3476;3,4641016;
455;3984;3,3166248;
456;569;4,0000000;
456;864;4,2426407;
456;959;3,7416574;
456;2690;3,3166248;
456;3106;4,4721360;
457;1775;3,6055513;
458;1597;3,7416574;
458;3546;4,2426407;
458;3950;3,8729833;
458;3956;4,4721360;
459;1072;3,3166248;
459;1682;3,7416574;
459;1750;4,1231056;
459;3131;2,8284271;
459;3423;3,8729833;
459;3453;4,5825757;
460;1957;3,7416574;
460;2032;2,4494897;
460;3112;4,1231056;
460;3809;3,1622777;
461;779;4,1231056;
461;994;3,8729833;
461;2183;4,6904158;
461;2660;3,8729833;
461;2876;3,3166248;
462;484;4,1231056;
462;1500;3,8729833;
462;1776;4,4721360;
462;2416;3,4641016;
462;2618;2,8284271;
462;3855;3,6055513;
463;2446;4,4721360;
463;2959;3,8729833;
463;2989;3,6055513;
463;3514;3,7416574;
464;1130;4,3588989;
464;1450;2,6457513;
464;2825;3,7416574;
464;3048;4,2426407;
465;1126;3,4641016;
465;1254;3,0000000;
465;1494;3,8729833;
465;1545;3,8729833;
465;1728;4,2426407;
465;1925;3,7416574;
465;2579;3,1622777;
465;3119;3,1622777;
465;3342;3,3166248;
466;1771;3,3166248;
466;1857;4,0000000;
466;1974;3,3166248;
466;2725;3,8729833;
466;3117;4,2426407;
466;3346;3,6055513;
467;883;4,4721360;
467;1756;3,3166248;
467;3043;4,3588989;
467;3113;3,3166248;
468;1020;4,5825757;
468;1974;3,6055513;
468;3409;3,1622777;
468;3869;4,0000000;
469;2147;4,0000000;
469;2619;4,0000000;
469;3955;3,0000000;
470;1577;4,2426407;
470;1924;3,6055513;
470;2108;4,5825757;
470;2911;3,4641016;
470;3267;2,8284271;
471;2961;4,1231056;
471;3474;2,2360680;
471;3995;4,6904158;
472;1217;4,3588989;
472;1264;4,4721360;
472;1866;4,1231056;
472;2326;4,0000000;
472;2566;4,2426407;
473;1734;3,7416574;
473;1934;3,7416574;
473;2022;4,0000000;
473;2107;4,0000000;
473;2701;4,2426407;
473;3098;3,7416574;
473;3543;2,4494897;
473;3663;4,1231056;
473;3884;4,2426407;
474;635;3,6055513;
474;2266;3,0000000;
474;2292;3,3166248;
474;3110;3,4641016;
475;2257;3,8729833;
475;2350;3,8729833;
475;3074;4,2426407;
475;3261;3,8729833;
476;1387;3,0000000;
476;1735;4,4721360;
476;2121;4,4721360;
476;2840;4,3588989;
476;3950;3,8729833;
477;1157;4,0000000;
477;1427;4,0000000;
477;2102;4,4721360;
477;3643;3,6055513;
477;3745;3,7416574;
478;760;4,2426407;
478;1291;3,6055513;
478;1729;3,4641016;
478;1900;4,1231056;
478;2588;4,1231056;
478;3396;3,4641016;
479;507;3,3166248;
479;810;4,0000000;
479;1854;4,4721360;
479;3497;4,1231056;
480;1002;3,8729833;
480;3018;3,7416574;
480;3933;3,0000000;
481;1200;3,3166248;
481;1277;2,8284271;
481;1438;3,8729833;
481;1566;3,3166248;
482;539;4,1231056;
482;1223;4,1231056;
482;1273;3,7416574;
482;2294;4,0000000;
482;2755;4,1231056;
483;1655;2,8284271;
483;2958;3,8729833;
483;3065;3,4641016;
483;3581;3,4641016;
483;3618;4,3588989;
483;3684;3,0000000;
484;2610;4,4721360;
484;3174;4,0000000;
485;1851;4,2426407;
485;2967;3,8729833;
486;2121;4,4721360;
486;2163;4,4721360;
486;2260;3,7416574;
486;2661;4,6904158;
486;3844;3,6055513;
487;854;4,2426407;
487;1413;3,1622777;
487;2796;3,3166248;
487;3987;3,6055513;
488;2330;3,8729833;
488;2382;3,0000000;
488;2587;2,0000000;
489;1050;3,4641016;
489;3296;4,3588989;
489;3898;4,1231056;
490;1451;4,0000000;
490;1497;3,7416574;
490;1529;3,6055513;
490;1684;3,6055513;
490;1790;3,7416574;
490;1900;4,3588989;
490;2131;3,6055513;
490;2552;4,0000000;
490;2823;4,3588989;
490;3828;3,4641016;
491;1705;4,0000000;
491;2018;4,1231056;
491;2216;3,3166248;
491;3722;4,1231056;
492;521;4,3588989;
492;1334;3,7416574;
492;2370;3,7416574;
492;3979;3,8729833;
493;3063;2,4494897;
493;3222;3,6055513;
494;1179;3,3166248;
494;1648;4,0000000;
494;2203;3,6055513;
494;3450;3,0000000;
494;3480;3,7416574;
494;3499;3,4641016;
494;3507;3,8729833;
495;863;4,2426407;
495;1254;3,1622777;
495;2055;3,7416574;
495;2133;3,4641016;
495;2449;4,4721360;
495;3140;3,3166248;
496;919;4,3588989;
496;1135;5,4772256;
496;2507;5,0000000;
496;3953;4,1231056;
497;514;3,1622777;
497;605;3,8729833;
497;664;3,4641016;
497;1603;3,8729833;
497;1831;3,3166248;
497;2375;3,4641016;
498;1545;4,3588989;
498;2701;4,5825757;
499;3677;3,7416574;
499;3863;3,7416574;
499;3908;3,7416574;
499;3961;3,0000000;
500;610;4,3588989;
500;1530;3,8729833;
501;778;3,0000000;
501;1859;4,3588989;
501;2019;4,5825757;
502;912;4,4721360;
502;1103;3,3166248;
502;2434;3,8729833;
502;2968;3,6055513;
503;1558;3,8729833;
503;1585;3,3166248;
503;3431;4,1231056;
504;789;4,1231056;
504;1039;3,8729833;
504;1539;3,6055513;
504;3154;4,1231056;
505;1887;4,7958315;
505;1909;4,5825757;
505;3428;4,4721360;
506;617;3,8729833;
506;943;3,6055513;
506;1311;4,0000000;
506;1321;4,2426407;
506;1392;5,0000000;
506;1538;4,6904158;
506;2047;3,1622777;
506;3442;3,7416574;
507;849;3,8729833;
507;1763;3,7416574;
507;1861;3,4641016;
508;695;3,4641016;
508;916;4,2426407;
508;3328;2,0000000;
509;2734;1,4142136;
509;2992;4,1231056;
510;2083;3,3166248;
510;3863;4,8989795;
511;2464;3,6055513;
511;2528;3,1622777;
511;2904;4,4721360;
511;2933;3,6055513;
512;1859;4,4721360;
512;2518;3,3166248;
512;3774;3,1622777;
512;3907;4,3588989;
513;2900;3,7416574;
513;3339;3,4641016;
513;3874;3,4641016;
514;844;3,7416574;
514;1276;3,3166248;
514;1363;3,7416574;
514;2613;4,4721360;
514;2941;4,3588989;
515;1170;4,1231056;
515;2476;3,7416574;
515;3024;4,0000000;
515;3049;4,0000000;
515;3367;4,0000000;
516;750;3,6055513;
516;1575;3,7416574;
516;3381;4,3588989;
517;1718;4,6904158;
517;2183;3,8729833;
517;2856;4,3588989;
517;3300;4,1231056;
517;3634;4,1231056;
517;3800;4,4721360;
518;1253;4,2426407;
518;1457;3,3166248;
518;1593;4,1231056;
518;2280;3,7416574;
518;2467;3,7416574;
518;2519;4,0000000;
518;2528;3,8729833;
518;3587;3,1622777;
519;856;4,6904158;
519;1310;3,7416574;
519;1427;4,1231056;
519;1648;3,4641016;
520;638;3,6055513;
520;1180;4,0000000;
520;1349;4,2426407;
520;1636;3,4641016;
520;1867;4,3588989;
520;2279;3,3166248;
520;3991;4,5825757;
521;2048;3,8729833;
521;3598;4,4721360;
522;3230;3,8729833;
522;3262;4,2426407;
523;1416;4,1231056;
523;2216;3,1622777;
523;3183;3,0000000;
524;1917;4,0000000;
524;1985;4,0000000;
524;2911;3,4641016;
524;3772;4,0000000;
525;2020;4,6904158;
525;3500;3,6055513;
526;658;3,6055513;
526;844;3,4641016;
526;931;4,3588989;
526;3397;3,7416574;
526;3440;2,4494897;
527;1259;3,4641016;
527;1399;3,4641016;
527;3065;2,8284271;
528;935;3,4641016;
528;2642;3,7416574;
528;2679;3,7416574;
529;2021;3,3166248;
529;3386;3,3166248;
529;3981;3,0000000;
530;779;4,4721360;
530;992;4,0000000;
530;2475;3,3166248;
